filename,orgname,label
hiphop.00100.wav,ES_Top Glare - Dusty Decks.wav,hiphop
hiphop.00101.wav,ES_Bag Chasing Enthusiast - peerless.wav,hiphop
hiphop.00102.wav,ES_Sound Mind - Matt Large.wav,hiphop
hiphop.00103.wav,ES_RATHER BE ALONE - STRLGHT.wav,hiphop
hiphop.00104.wav,ES_Sidetalk - Damma Beatz.wav,hiphop
hiphop.00105.wav,ES_Stargaze - Auxjack.wav,hiphop
hiphop.00106.wav,ES_GUNSHY (Clean Version) - Nyck Caution.wav,hiphop
hiphop.00107.wav,ES_Artisan Aesthetics - Dusty Decks.wav,hiphop
hiphop.00108.wav,ES_Disser - Azucares.wav,hiphop
hiphop.00109.wav,ES_Tricked Out - Ballpoint.wav,hiphop
hiphop.00110.wav,ES_The Main Event - Matt Large.wav,hiphop
hiphop.00111.wav,ES_Three Four - Jobii.wav,hiphop
hiphop.00112.wav,ES_Moon Lilies - baegel.wav,hiphop
hiphop.00113.wav,ES_Calando Canyon - Dusty Decks.wav,hiphop
hiphop.00114.wav,ES_Decision Maker - Dylan Sitts.wav,hiphop
hiphop.00115.wav,ES_GUNSHY - Nyck Caution.wav,hiphop
hiphop.00116.wav,ES_Wherever U Go - Curli Loxx.wav,hiphop
hiphop.00117.wav,ES_Winning Pass - Ballpoint.wav,hiphop
hiphop.00118.wav,ES_Can't Get Stirred - Witchitaw Slim.wav,hiphop
hiphop.00119.wav,ES_Lofi on the Bass - Daniel Fridell.wav,hiphop
hiphop.00120.wav,ES_Lava_Powers - Janset.wav,hiphop
hiphop.00121.wav,ES_DND (Instrumental Version) - Nbhd Nick.wav,hiphop
hiphop.00122.wav,ES_MACHO - BLUE STEEL.wav,hiphop
hiphop.00123.wav,ES_Oceantic - Daniel Fridell.wav,hiphop
hiphop.00124.wav,ES_Vengeance - DonVayei.wav,hiphop
hiphop.00125.wav,ES_Stars and Below - Sven Lindvall.wav,hiphop
hiphop.00126.wav,ES_Draft Pick - Ballpoint.wav,hiphop
hiphop.00127.wav,"ES_I Enjoy My Space - Sarah, the Illstrumentalist.wav",hiphop
hiphop.00128.wav,ES_Gravity Loss - Auxjack.wav,hiphop
