filename,orgname,label
jazz.00100.wav,ES_Night Wish - Wendy Marcini.wav,jazz
jazz.00101.wav,ES_Nightmoves - Wendy Marcini.wav,jazz
jazz.00102.wav,ES_Nomad's Dance - Ludvig Moulin.wav,jazz
jazz.00103.wav,ES_Northern Constellations - Hara Noda.wav,jazz
jazz.00104.wav,ES_Notoriously Best - Wendy Marcini.wav,jazz
jazz.00105.wav,ES_Odd Habits - Magnus Ringblom Quartet.wav,jazz
jazz.00106.wav,ES_Oddball Strut - Speedy The Spider.wav,jazz
jazz.00107.wav,ES_Okashi - Sugoi.wav,jazz
jazz.00108.wav,ES_On the Side - Martin Landstrom.wav,jazz
jazz.00109.wav,ES_Once - Hara Noda.wav,jazz
jazz.00110.wav,ES_Only When You Dream - Martin Landstrom.wav,jazz
jazz.00111.wav,ES_Open Mind - Magnus Ringblom Quartet.wav,jazz
jazz.00112.wav,ES_Ornament - Bladverk Band.wav,jazz
jazz.00113.wav,ES_Ornamental Clouds - Hara Noda.wav,jazz
jazz.00114.wav,ES_Our First Christmas - Arthur Benson.wav,jazz
jazz.00115.wav,ES_Our First Christmas Together - Vendla.wav,jazz
jazz.00116.wav,ES_Outspoken Thoughts - Martin Landstrom.wav,jazz
jazz.00117.wav,ES_Pagina Blanca - Gustav Lundgren.wav,jazz
jazz.00118.wav,ES_Paris with You (Instrumental Version) - Adelyn Paik.wav,jazz
jazz.00119.wav,ES_Paris with You - Adelyn Paik.wav,jazz
jazz.00120.wav,ES_Parisian Street - Berny Shepard.wav,jazz
jazz.00121.wav,ES_Park - Hara Noda.wav,jazz
jazz.00122.wav,ES_Piccolo Angelo - Gustav Lundgren.wav,jazz
jazz.00123.wav,ES_Plums and Carrots - Ludvig Moulin.wav,jazz
jazz.00124.wav,ES_Pokettoni - Sugoi.wav,jazz
jazz.00125.wav,ES_Reindeer Blues - William Claeson.wav,jazz
jazz.00126.wav,ES_Revving - Martin Landstrom.wav,jazz
jazz.00127.wav,ES_Rodeo Rookie - The Fly Guy Five.wav,jazz
jazz.00128.wav,ES_Rootin' Tootin' - Martin Landstrom.wav,jazz
jazz.00129.wav,ES_Roundtrip - Hara Noda.wav,jazz
jazz.00130.wav,ES_Rush Hour Shift - Speedy The Spider.wav,jazz
jazz.00131.wav,ES_Sad Cop Story - Ludvig Moulin.wav,jazz
jazz.00132.wav,ES_Santa Claus Right at the Door - Martin Landstrom.wav,jazz
jazz.00133.wav,ES_Saturday Coffee - William Claeson.wav,jazz
jazz.00134.wav,ES_Scratching My Head - Rikard From.wav,jazz
jazz.00135.wav,ES_See You in Court - Ludvig Moulin.wav,jazz
jazz.00136.wav,ES_Shining Star - Hara Noda.wav,jazz
jazz.00137.wav,ES_Shopping for Fun - Tiki Tiki.wav,jazz
jazz.00138.wav,ES_Simple and Good Times - Oakwood Station.wav,jazz
jazz.00139.wav,ES_Slippery Ladders - Martin Landstrom.wav,jazz
jazz.00140.wav,ES_Slow Food Jam - Almost Here.wav,jazz
jazz.00141.wav,ES_Small Hours - Franz Gordon.wav,jazz
jazz.00142.wav,ES_Sneaky Snapper - Colors of Illusion.wav,jazz
jazz.00143.wav,ES_So They Say - Vendla.wav,jazz
jazz.00144.wav,ES_Something Left Unsaid - Bladverk Band.wav,jazz
jazz.00145.wav,ES_Somewhere in Dreams - Magnus Ludvigsson.wav,jazz
jazz.00146.wav,ES_South Coast - Molife.wav,jazz
jazz.00147.wav,ES_Spring Evening - Vendla.wav,jazz
jazz.00148.wav,ES_Spring Is You (Instrumental Version) - Niklas Gabrielsson with Martin Landstrom & His Orchestra.wav,jazz
jazz.00149.wav,ES_Spring Is You - Niklas Gabrielsson with Martin Landstrom & His Orchestra.wav,jazz
jazz.00150.wav,ES_Star Will Guide You Home - Martin Landstrom.wav,jazz
jazz.00151.wav,ES_Steals and Inscriptions - Hara Noda.wav,jazz
jazz.00152.wav,ES_Step on That Toe - Wendy Marcini.wav,jazz
jazz.00153.wav,ES_Step Up Swing - Wendy Marcini.wav,jazz
jazz.00154.wav,ES_Stompin' Jazz Night - Golden Age Radio.wav,jazz
jazz.00155.wav,ES_Stop N Start - Harry Edvino.wav,jazz
jazz.00156.wav,ES_Stop That Train! - The Fly Guy Five.wav,jazz
jazz.00157.wav,ES_Story of My Dream - Almost Here.wav,jazz
jazz.00158.wav,ES_Suncatcher - Wendy Marcini.wav,jazz
jazz.00159.wav,ES_Swallows - Hara Noda.wav,jazz
jazz.00160.wav,ES_Swinging in Paris - Daniel Fridell.wav,jazz
jazz.00161.wav,ES_Swiss Cheese - Sugoi.wav,jazz
jazz.00162.wav,ES_Tailors - Hara Noda.wav,jazz
jazz.00163.wav,ES_Te & Bok - Jerry McHoy.wav,jazz
jazz.00164.wav,ES_Tequila Supper - Magnus Ringblom Quartet.wav,jazz
jazz.00165.wav,ES_That Rainy Day - Wendy Marcini.wav,jazz
jazz.00166.wav,ES_That's the Cookie - Wendy Marcini.wav,jazz
jazz.00167.wav,ES_The Cast - Wendy Marcini.wav,jazz
jazz.00168.wav,ES_The Galerie - Wendy Marcini.wav,jazz
jazz.00169.wav,ES_The Grocery Store Incident - Martin Landstrom.wav,jazz
jazz.00170.wav,ES_The Hidden Ones - Ennio Mano.wav,jazz
jazz.00171.wav,ES_The Jazz Messenger - Vendla.wav,jazz
jazz.00172.wav,ES_The New City - Vendla.wav,jazz
jazz.00173.wav,ES_The Nightingale Is Singing Our Song - Martin Landstrom.wav,jazz
jazz.00174.wav,ES_The Old Closet Ploy - Martin Landstrom.wav,jazz
jazz.00175.wav,ES_The Orange Tree - Wendy Marcini.wav,jazz
jazz.00176.wav,ES_The Plan - Wendy Marcini.wav,jazz
jazz.00177.wav,ES_The Scam - Wendy Marcini.wav,jazz
jazz.00178.wav,ES_The Spy - Wendy Marcini.wav,jazz
jazz.00179.wav,ES_The Village - Vendla.wav,jazz
jazz.00180.wav,ES_The Winter Song - Vendla.wav,jazz
jazz.00181.wav,ES_The Years We Had - Magnus Ringblom.wav,jazz
jazz.00182.wav,ES_Theme for Ruth - Bladverk Band.wav,jazz
jazz.00183.wav,ES_Theme from Obfuscators - The Fly Guy Five.wav,jazz
jazz.00184.wav,ES_Thread - Hara Noda.wav,jazz
jazz.00185.wav,ES_Time for Eiroa - Franz Gordon.wav,jazz
jazz.00186.wav,ES_Today Is a Good Day - Vendla.wav,jazz
jazz.00187.wav,ES_Too Late for Romance - Wendy Marcini.wav,jazz
jazz.00188.wav,ES_Trailblazer - Daniel Fridell.wav,jazz
jazz.00189.wav,ES_Upbeat Flat Feet - The Fly Guy Five.wav,jazz
jazz.00190.wav,ES_Vacqueyras - Bladverk Band.wav,jazz
jazz.00191.wav,ES_Verano - Vendla.wav,jazz
jazz.00192.wav,ES_Verdi - Vendla.wav,jazz
jazz.00193.wav,ES_Vesper Flights - Hara Noda.wav,jazz
jazz.00194.wav,ES_Viljan - Bladverk Band.wav,jazz
jazz.00195.wav,ES_Welcome to My New World - Ruiqi Zhao.wav,jazz
jazz.00196.wav,ES_Wet Sock - Martin Landstrom.wav,jazz
jazz.00197.wav,ES_When the Sun Comes - Wendy Marcini.wav,jazz
jazz.00198.wav,ES_Winter Days - Martin Landstrom.wav,jazz
jazz.00199.wav,ES_You're All I Need (Instrumental Version) - Collin Lim.wav,jazz
